Disc,journal,title,vol,year,,issue,pages,PageFrom,PageTp,url,abstract,Author,A1Delim,A2Delim,A3Delim,A4Delim,A5Delim,A6Delim,A7Delim,A8Delim,A9Delim,Auth1,Auth2,Auth3,Auth4,Auth5,Auth6,Auth7,Auth8,Auth9,PgDelim,PgFrom,PgTo,X
6,Academy of Management Learning {\&} Education,Reinventing Business Schools: The Contribution of Critical Management Education.,3,2004,,2,178--186,NA,NA,10.5465/AMLE.2004.13500519 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=13500519{\&}site=ehost-live{\&}scope=site,proposes solution problem facing solution proposed body thought called critical cme cme body educational practice arising tradition known critical studies cms one barrier consideration cme cme mostly arisen widely discussed practiced united states europe possibly large number new school founded decades yet bulk school bulk prestigious school well found cme require one accepts core claim cms unavoidable presence values require agree cms values view suggest needs always ways explicitly acknowledge political ethics philosophical nature practice,"Grey, Christopher",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Grey, Christopher",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,178,186,
6,Academy of Management Learning {\&} Education,"Student Networking Behavior, Culture, and Grade Performance: An Empirical Study and Pedagogical Recommendations.",3,2004,,2,139--150,NA,NA,10.5465/AMLE.2004.13500532 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=13500532{\&}site=ehost-live{\&}scope=site,examine culture influences networking behavior behavior consequent impact grade performance tested hypotheses integrated path modeling data three countries two far east one west regardless country origin individualistic rather collectivistic orientation predicted two forms networking behavior one targeting professors vertical networking behavior another targeting fellow horizontal networking behavior networking behavior positive impact grade performance addition mean differences vertical horizontal networking detected among three countries pedagogical discussed light results author,"Hwang, Alvin; Kessler, Eric H; Francesco, Anne Marie",13,30,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Hwang, Alvin","Kessler, Eric H","Francesco, Anne Marie",-x-,-x-,-x-,-x-,-x-,-x-,4,139,150,
6,Academy of Management Learning {\&} Education,"James March on Education, Leadership, and Don Quixote: Introduction and Interview.",3,2004,,2,169--177,NA,NA,10.5465/AMLE.2004.13500521 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=13500521{\&}site=ehost-live{\&}scope=site,james march born received phd political science yale school went carnegie mellon school carnegie tech contributed origins modern organization theory initially coauthorship two classic books organizational march simon behavioral theory firm cyert march march stayed carnegie went irvine become professor psychology sociology dean school social sciences school california began michael cohen leadership ambiguity context american college presidency cohen march book discusses loose coupling decision problem solutions gives reasons leadership encourage ambiguity rather prediction control idea choice fundamentally ambiguous central theme ideas garbage decision processes cohen,"March, James G; Augier, Mie",15,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"March, James G","Augier, Mie",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,169,177,
6,Academy of Management Learning {\&} Education,A Model of Business School Students' Acceptance of a Web-Based Course Management System.,3,2004,,1,7--26,NA,NA,10.5465/AMLE.2004.12436815 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=12436815{\&}site=ehost-live{\&}scope=site,school increasingly seek incorporate web information communication technologies instructional process need rigorous factors affecting successful integration technologies key factor identified prior critical successful implementation instructional technologies acceptance literatures technology acceptance change implementation develop test modeling predicting school acceptance web course system arguing system transitions traditional course processes web constitutes instance process change examine role played various change enabling factors well change motivating factors acceptance system find perceived incentive system perceived faculty encouragement system peer encouragement system positively related perceived usefulness system turn positively related acceptance system also find awareness capabilities system perceived availability technical support prior experience computer web positively related perceived ease system turn positively related acceptance system practice discussed author,"Martins, Luis L; Kellermanns, Franz Willi",16,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Martins, Luis L","Kellermanns, Franz Willi",-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,7,26,
6,Academy of Management Learning {\&} Education,Student Assessment Center Performance in the Prediction of Early Career Success.,3,2004,,2,151--167,NA,NA,10.5465/AMLE.2004.13500529 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=13500529{\&}site=ehost-live{\&}scope=site,primary evaluate criterion related validity assessment center specifically relation early career progress total undergraduate participated day long included combination basket leaderless group interview simulation oral presentation exercises well pencil measures including big five personality variables assessment performed using three trained assessors assessee assessees also participated follow survey typically years following participation survey measure early career progress form job satisfaction number promotions current salary analyses revealed grade point average gpa generally good predictor early career progress exception salary contrast performance consistently predictive intrinsic extrinsic aspects career success even controlling personality gpa results discussed terms relevance academically assessment centers career success literature drawn regarding challenges opportunities associated methodology school author,"Waldman, David A; Korbar, Theresa",17,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Waldman, David A","Korbar, Theresa",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,151,167,
6,Academy of Management Learning {\&} Education,An Interview With Robert E. Quinn Entering the Fundamental State of Leadership: Reflections on the Path to Transformational Teaching.,4,2005,,4,487--495,NA,NA,10.5465/AMLE.2005.19086790 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=19086790{\&}site=ehost-live{\&}scope=site,interviews robert quinn tracy collegiate professor organization behavior human resource school michigan thoughts relationship notion entering fundamental state leadership quinn states people want make world better place need understand change,"Anding, Julie M",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Anding, Julie M",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,487,495,
6,Academy of Management Learning {\&} Education,Searching for a Resource to Teach Strategy? Try Looking Here.,4,2005,,4,515,NA,NA,10.5465/AMLE.2005.19086793 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=19086793{\&}site=ehost-live{\&}scope=site,introduces series articles reviewing books information resources related publications include books strategic synthesis,"Arbaugh, J Ben",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Arbaugh, J Ben",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,#N/A,515,-x-,
6,Academy of Management Learning {\&} Education,Developing Leaders for Decision Making Under Stress: Wildland Firefighters in the South Canyon Fire and Its Aftermath.,4,2005,,4,461--485,NA,NA,10.5465/AMLE.2005.19086788 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=19086788{\&}site=ehost-live{\&}scope=site,identify sources ineffective leadership decision focus ten decision made leader wildland firefighter crew fatal south canyon fire july decision team leadership fire zones unusually clear cut consequential goals enterprise unlike decision faced managers organizational suggest three factors underpreparation acute stress ambiguous authority result suboptimal decision team leadership fireline detailed evaluation team leader ten consequential decision south canyon fire conclude five relatively optimal triple objectives safety speed suppression five others proved suboptimal much suboptimality traced fact team leader undertrained leadership decision faced intense stress operated without clear authority wake firefighting disaster men women lost lives fire service created development program using experiential preparing leadership make good timely decision south canyon fire aftermath point value explicit preparation leadership decision fire services school part efforts enhance strategic thinking essential leadership attributes achieving organizational goals high stress environments author,"Cook, James R; Sutton, Larry; Useem, Michael",14,29,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Cook, James R","Sutton, Larry","Useem, Michael",-x-,-x-,-x-,-x-,-x-,-x-,4,461,485,
6,Academy of Management Learning {\&} Education,"Keynote Address to the AACSB International Deans Conference, February 10, 2003: The State of Affairs for Management Education and Social Responsibility.",4,2005,,4,496--505,NA,NA,10.5465/AMLE.2005.19086791 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=19086791{\&}site=ehost-live{\&}scope=site,now live time astonishing deals surpassed even dwarfed regular basis ceos risen status popular heroes late facing heightened public scrutiny result widely publicized stunning excesses abuses past years despite fall grace belief power efficacy diminished rather public trust agenda tarnished fact degree public government scrutiny even cynicism leadership encounter today direct reflection amount power control capacity believed wield author,"Gentile, Mary C; Samuelson, Judith F",16,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Gentile, Mary C","Samuelson, Judith F",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,496,505,
6,Academy of Management Learning {\&} Education,Making Decisions as if Lives Depend on Them.,4,2005,,4,459--460,NA,NA,10.5465/AMLE.2005.19086787 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=19086787{\&}site=ehost-live{\&}scope=site,discusses michael useem james cook larry sutton decision published within issue,"Klimoski, Richard",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Klimoski, Richard",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,459,460,
6,Academy of Management Learning {\&} Education,The Master's Degree in HRM: Midwife to a New Profession?,4,2005,,4,434--450,NA,NA,10.5465/AMLE.2005.19086785 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=19086785{\&}site=ehost-live{\&}scope=site,human resource master program lack consistent identity course required program two commonly offered course course managers favor part variability competition among four paradigms scholars managers favor greater emphasis change competencies less technical competencies program directors anticipate change program design author,"Langbert, Mitchell",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Langbert, Mitchell",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,434,450,
6,Academy of Management Learning {\&} Education,"Agent-Based Modeling Toolkits NetLogo, RePast, and Swarm.",4,2005,,4,524--527,NA,NA,10.5465/AMLE.2005.19086798 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=19086798{\&}site=ehost-live{\&}scope=site,reviews several agent modeling computer software netlogo developed northwestern school repast developed repast organization architecture development swarm developed swarm development group,"Robertson, Duncan A",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Robertson, Duncan A",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,524,527,
6,Academy of Management Learning {\&} Education,Life Satisfaction and Student Performance.,4,2005,,4,421--433,NA,NA,10.5465/AMLE.2005.19086784 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=19086784{\&}site=ehost-live{\&}scope=site,although seems intuitively obvious happy will productive empirical tests assumption curiously sparse tested modeling included satisfaction various life domains overall life satisfaction cumulative college gpa ratings assessment center exercise results indicated overall life satisfaction significant predictor gpa assessment center ratings even traditional achievement predictors controlled cognitive aptitude gender discuss results future educational practice author,"Rode, Joseph C; Arthaud-Day, Marne L; Mooney, Christine H; Near, Janet P; Baldwin, Timothy T; Bommer, William H; Rubin, Robert S",15,37,58,73,93,112,-9,#N/A,#N/A,"Rode, Joseph C","Arthaud-Day, Marne L","Mooney, Christine H","Near, Janet P","Baldwin, Timothy T","Bommer, William H","Rubin, Robert S",-x-,-x-,4,421,433,
